d_idle,p_idle,idle,total_d,total_p,total,ep
33.0,334.0,367.0,1214.0,743.0,1957.0,3480
57.0,243.0,300.0,1238.0,652.0,1890.0,3481
31.0,355.0,386.0,1212.0,764.0,1976.0,3482
34.0,460.0,494.0,1215.0,869.0,2084.0,3483
14.0,311.0,325.0,1195.0,720.0,1915.0,3484
30.0,161.0,191.0,1211.0,570.0,1781.0,3485
26.0,421.0,447.0,1207.0,830.0,2037.0,3486
34.0,374.0,408.0,1215.0,783.0,1998.0,3487
45.0,292.0,337.0,1226.0,701.0,1927.0,3488
38.0,316.0,354.0,1219.0,725.0,1944.0,3489
11.0,401.0,412.0,1192.0,810.0,2002.0,3490
20.0,321.0,341.0,1201.0,730.0,1931.0,3491
49.0,419.0,468.0,1230.0,828.0,2058.0,3492
62.0,287.0,349.0,1243.0,696.0,1939.0,3493
31.0,220.0,251.0,1212.0,629.0,1841.0,3494
23.0,305.0,328.0,1204.0,714.0,1918.0,3495
43.0,274.0,317.0,1224.0,683.0,1907.0,3496
22.0,437.0,459.0,1203.0,846.0,2049.0,3497
47.0,267.0,314.0,1228.0,676.0,1904.0,3498
25.0,245.0,270.0,1206.0,654.0,1860.0,3499
40.0,304.0,344.0,1221.0,713.0,1934.0,3500
20.0,314.0,334.0,1201.0,723.0,1924.0,3501
21.0,508.0,529.0,1202.0,917.0,2119.0,3502
54.0,279.0,333.0,1235.0,688.0,1923.0,3503
16.0,246.0,262.0,1197.0,655.0,1852.0,3504
35.0,201.0,236.0,1216.0,610.0,1826.0,3505
43.0,315.0,358.0,1224.0,724.0,1948.0,3506
21.0,431.0,452.0,1202.0,840.0,2042.0,3507
42.0,343.0,385.0,1223.0,752.0,1975.0,3508
24.0,374.0,398.0,1205.0,783.0,1988.0,3509
37.0,253.0,290.0,1218.0,662.0,1880.0,3510
42.0,293.0,335.0,1223.0,702.0,1925.0,3511
53.0,274.0,327.0,1234.0,683.0,1917.0,3512
20.0,367.0,387.0,1201.0,776.0,1977.0,3513
13.0,280.0,293.0,1194.0,689.0,1883.0,3514
41.0,253.0,294.0,1222.0,662.0,1884.0,3515
45.0,266.0,311.0,1226.0,675.0,1901.0,3516
8.0,275.0,283.0,1189.0,684.0,1873.0,3517
12.0,329.0,341.0,1193.0,738.0,1931.0,3518
7.0,281.0,288.0,1188.0,690.0,1878.0,3519
27.0,314.0,341.0,1208.0,723.0,1931.0,3520
53.0,303.0,356.0,1234.0,712.0,1946.0,3521
25.0,402.0,427.0,1206.0,811.0,2017.0,3522
55.0,395.0,450.0,1236.0,804.0,2040.0,3523
25.0,394.0,419.0,1206.0,803.0,2009.0,3524
30.0,323.0,353.0,1211.0,732.0,1943.0,3525
7.0,294.0,301.0,1188.0,703.0,1891.0,3526
77.0,239.0,316.0,1258.0,648.0,1906.0,3527
124.0,426.0,550.0,1305.0,835.0,2140.0,3528
15.0,262.0,277.0,1196.0,671.0,1867.0,3529
24.0,352.0,376.0,1205.0,761.0,1966.0,3530
38.0,281.0,319.0,1219.0,690.0,1909.0,3531
62.0,292.0,354.0,1243.0,701.0,1944.0,3532
32.0,354.0,386.0,1213.0,763.0,1976.0,3533
46.0,312.0,358.0,1227.0,721.0,1948.0,3534
43.0,278.0,321.0,1224.0,687.0,1911.0,3535
19.0,336.0,355.0,1200.0,745.0,1945.0,3536
33.0,363.0,396.0,1214.0,772.0,1986.0,3537
84.0,339.0,423.0,1265.0,748.0,2013.0,3538
25.0,365.0,390.0,1206.0,774.0,1980.0,3539
87.0,213.0,300.0,1268.0,622.0,1890.0,3540
37.0,273.0,310.0,1218.0,682.0,1900.0,3541
50.0,196.0,246.0,1231.0,605.0,1836.0,3542
2.0,473.0,475.0,1183.0,882.0,2065.0,3543
64.0,327.0,391.0,1245.0,736.0,1981.0,3544
43.0,300.0,343.0,1224.0,709.0,1933.0,3545
16.0,285.0,301.0,1197.0,694.0,1891.0,3546
48.0,284.0,332.0,1229.0,693.0,1922.0,3547
4.0,287.0,291.0,1185.0,696.0,1881.0,3548
10.0,306.0,316.0,1191.0,715.0,1906.0,3549
20.0,343.0,363.0,1201.0,752.0,1953.0,3550
47.0,326.0,373.0,1228.0,735.0,1963.0,3551
54.0,263.0,317.0,1235.0,672.0,1907.0,3552
67.0,314.0,381.0,1248.0,723.0,1971.0,3553
40.0,357.0,397.0,1221.0,766.0,1987.0,3554
32.0,307.0,339.0,1213.0,716.0,1929.0,3555
24.0,482.0,506.0,1205.0,891.0,2096.0,3556
28.0,384.0,412.0,1209.0,793.0,2002.0,3557
55.0,217.0,272.0,1236.0,626.0,1862.0,3558
31.0,340.0,371.0,1212.0,749.0,1961.0,3559
6.0,296.0,302.0,1187.0,705.0,1892.0,3560
25.0,436.0,461.0,1206.0,845.0,2051.0,3561
48.0,406.0,454.0,1229.0,815.0,2044.0,3562
22.0,362.0,384.0,1203.0,771.0,1974.0,3563
54.0,275.0,329.0,1235.0,684.0,1919.0,3564
10.0,391.0,401.0,1191.0,800.0,1991.0,3565
25.0,374.0,399.0,1206.0,783.0,1989.0,3566
38.0,227.0,265.0,1219.0,636.0,1855.0,3567
52.0,305.0,357.0,1233.0,714.0,1947.0,3568
30.0,246.0,276.0,1211.0,655.0,1866.0,3569
42.0,343.0,385.0,1223.0,752.0,1975.0,3570
46.0,199.0,245.0,1227.0,608.0,1835.0,3571
16.0,337.0,353.0,1197.0,746.0,1943.0,3572
47.0,235.0,282.0,1228.0,644.0,1872.0,3573
33.0,303.0,336.0,1214.0,712.0,1926.0,3574
29.0,498.0,527.0,1210.0,907.0,2117.0,3575
17.0,332.0,349.0,1198.0,741.0,1939.0,3576
35.0,308.0,343.0,1216.0,717.0,1933.0,3577
16.0,289.0,305.0,1197.0,698.0,1895.0,3578
20.0,430.0,450.0,1201.0,839.0,2040.0,3579
44.0,350.0,394.0,1225.0,759.0,1984.0,3580
28.0,318.0,346.0,1209.0,727.0,1936.0,3581
33.0,288.0,321.0,1214.0,697.0,1911.0,3582
71.0,326.0,397.0,1252.0,735.0,1987.0,3583
74.0,307.0,381.0,1255.0,716.0,1971.0,3584
85.0,240.0,325.0,1266.0,649.0,1915.0,3585
23.0,361.0,384.0,1204.0,770.0,1974.0,3586
43.0,294.0,337.0,1224.0,703.0,1927.0,3587
49.0,198.0,247.0,1230.0,607.0,1837.0,3588
27.0,411.0,438.0,1208.0,820.0,2028.0,3589
34.0,319.0,353.0,1215.0,728.0,1943.0,3590
38.0,258.0,296.0,1219.0,667.0,1886.0,3591
29.0,369.0,398.0,1210.0,778.0,1988.0,3592
42.0,296.0,338.0,1223.0,705.0,1928.0,3593
46.0,365.0,411.0,1227.0,774.0,2001.0,3594
41.0,283.0,324.0,1222.0,692.0,1914.0,3595
30.0,340.0,370.0,1211.0,749.0,1960.0,3596
21.0,346.0,367.0,1202.0,755.0,1957.0,3597
8.0,342.0,350.0,1189.0,751.0,1940.0,3598
37.0,390.0,427.0,1218.0,799.0,2017.0,3599
25.0,373.0,398.0,1206.0,782.0,1988.0,3600
17.0,173.0,190.0,1198.0,582.0,1780.0,3601
19.0,254.0,273.0,1200.0,663.0,1863.0,3602
30.0,272.0,302.0,1211.0,681.0,1892.0,3603
43.0,237.0,280.0,1224.0,646.0,1870.0,3604
52.0,450.0,502.0,1233.0,859.0,2092.0,3605
60.0,198.0,258.0,1241.0,607.0,1848.0,3606
55.0,414.0,469.0,1236.0,823.0,2059.0,3607
48.0,284.0,332.0,1229.0,693.0,1922.0,3608
7.0,287.0,294.0,1188.0,696.0,1884.0,3609
32.0,424.0,456.0,1213.0,833.0,2046.0,3610
49.0,353.0,402.0,1230.0,762.0,1992.0,3611
24.0,426.0,450.0,1205.0,835.0,2040.0,3612
42.0,355.0,397.0,1223.0,764.0,1987.0,3613
25.0,386.0,411.0,1206.0,795.0,2001.0,3614
63.0,275.0,338.0,1244.0,684.0,1928.0,3615
35.0,337.0,372.0,1216.0,746.0,1962.0,3616
43.0,277.0,320.0,1224.0,686.0,1910.0,3617
21.0,431.0,452.0,1202.0,840.0,2042.0,3618
25.0,320.0,345.0,1206.0,729.0,1935.0,3619
55.0,222.0,277.0,1236.0,631.0,1867.0,3620
30.0,200.0,230.0,1211.0,609.0,1820.0,3621
42.0,236.0,278.0,1223.0,645.0,1868.0,3622
33.0,376.0,409.0,1214.0,785.0,1999.0,3623
25.0,336.0,361.0,1206.0,745.0,1951.0,3624
32.0,307.0,339.0,1213.0,716.0,1929.0,3625
17.0,173.0,190.0,1198.0,582.0,1780.0,3626
66.0,244.0,310.0,1247.0,653.0,1900.0,3627
84.0,298.0,382.0,1265.0,707.0,1972.0,3628
26.0,292.0,318.0,1207.0,701.0,1908.0,3629
25.0,374.0,399.0,1206.0,783.0,1989.0,3630
21.0,374.0,395.0,1202.0,783.0,1985.0,3631
34.0,247.0,281.0,1215.0,656.0,1871.0,3632
51.0,303.0,354.0,1232.0,712.0,1944.0,3633
26.0,297.0,323.0,1207.0,706.0,1913.0,3634
57.0,299.0,356.0,1238.0,708.0,1946.0,3635
21.0,324.0,345.0,1202.0,733.0,1935.0,3636
37.0,279.0,316.0,1218.0,688.0,1906.0,3637
54.0,213.0,267.0,1235.0,622.0,1857.0,3638
57.0,397.0,454.0,1238.0,806.0,2044.0,3639
74.0,367.0,441.0,1255.0,776.0,2031.0,3640
38.0,218.0,256.0,1219.0,627.0,1846.0,3641
32.0,308.0,340.0,1213.0,717.0,1930.0,3642
20.0,277.0,297.0,1201.0,686.0,1887.0,3643
7.0,396.0,403.0,1188.0,805.0,1993.0,3644
43.0,205.0,248.0,1224.0,614.0,1838.0,3645
19.0,451.0,470.0,1200.0,860.0,2060.0,3646
11.0,347.0,358.0,1192.0,756.0,1948.0,3647
16.0,277.0,293.0,1197.0,686.0,1883.0,3648
75.0,258.0,333.0,1256.0,667.0,1923.0,3649
28.0,413.0,441.0,1209.0,822.0,2031.0,3650
37.0,272.0,309.0,1218.0,681.0,1899.0,3651
26.0,265.0,291.0,1207.0,674.0,1881.0,3652
20.0,416.0,436.0,1201.0,825.0,2026.0,3653
63.0,323.0,386.0,1244.0,732.0,1976.0,3654
28.0,369.0,397.0,1209.0,778.0,1987.0,3655
64.0,224.0,288.0,1245.0,633.0,1878.0,3656
24.0,254.0,278.0,1205.0,663.0,1868.0,3657
58.0,201.0,259.0,1239.0,610.0,1849.0,3658
41.0,405.0,446.0,1222.0,814.0,2036.0,3659
19.0,380.0,399.0,1200.0,789.0,1989.0,3660
17.0,347.0,364.0,1198.0,756.0,1954.0,3661
28.0,364.0,392.0,1209.0,773.0,1982.0,3662
45.0,424.0,469.0,1226.0,833.0,2059.0,3663
85.0,296.0,381.0,1266.0,705.0,1971.0,3664
44.0,248.0,292.0,1225.0,657.0,1882.0,3665
22.0,396.0,418.0,1203.0,805.0,2008.0,3666
34.0,156.0,190.0,1215.0,565.0,1780.0,3667
37.0,401.0,438.0,1218.0,810.0,2028.0,3668
38.0,256.0,294.0,1219.0,665.0,1884.0,3669
55.0,400.0,455.0,1236.0,809.0,2045.0,3670
35.0,280.0,315.0,1216.0,689.0,1905.0,3671
44.0,371.0,415.0,1225.0,780.0,2005.0,3672
22.0,385.0,407.0,1203.0,794.0,1997.0,3673
45.0,293.0,338.0,1226.0,702.0,1928.0,3674
59.0,433.0,492.0,1240.0,842.0,2082.0,3675
25.0,405.0,430.0,1206.0,814.0,2020.0,3676
44.0,278.0,322.0,1225.0,687.0,1912.0,3677
25.0,369.0,394.0,1206.0,778.0,1984.0,3678
12.0,424.0,436.0,1193.0,833.0,2026.0,3679
52.0,141.0,193.0,1233.0,550.0,1783.0,3680
28.0,410.0,438.0,1209.0,819.0,2028.0,3681
37.0,187.0,224.0,1218.0,596.0,1814.0,3682
37.0,286.0,323.0,1218.0,695.0,1913.0,3683
36.0,310.0,346.0,1217.0,719.0,1936.0,3684
34.0,298.0,332.0,1215.0,707.0,1922.0,3685
49.0,209.0,258.0,1230.0,618.0,1848.0,3686
45.0,328.0,373.0,1226.0,737.0,1963.0,3687
52.0,403.0,455.0,1233.0,812.0,2045.0,3688
26.0,289.0,315.0,1207.0,698.0,1905.0,3689
65.0,269.0,334.0,1246.0,678.0,1924.0,3690
14.0,331.0,345.0,1195.0,740.0,1935.0,3691
29.0,391.0,420.0,1210.0,800.0,2010.0,3692
5.0,364.0,369.0,1186.0,773.0,1959.0,3693
12.0,518.0,530.0,1193.0,927.0,2120.0,3694
45.0,194.0,239.0,1226.0,603.0,1829.0,3695
80.0,314.0,394.0,1261.0,723.0,1984.0,3696
68.0,254.0,322.0,1249.0,663.0,1912.0,3697
42.0,399.0,441.0,1223.0,808.0,2031.0,3698
47.0,201.0,248.0,1228.0,610.0,1838.0,3699
17.0,367.0,384.0,1198.0,776.0,1974.0,3700
44.0,307.0,351.0,1225.0,716.0,1941.0,3701
10.0,300.0,310.0,1191.0,709.0,1900.0,3702
31.0,338.0,369.0,1212.0,747.0,1959.0,3703
28.0,331.0,359.0,1209.0,740.0,1949.0,3704
20.0,456.0,476.0,1201.0,865.0,2066.0,3705
22.0,420.0,442.0,1203.0,829.0,2032.0,3706
64.0,305.0,369.0,1245.0,714.0,1959.0,3707
29.0,286.0,315.0,1210.0,695.0,1905.0,3708
44.0,253.0,297.0,1225.0,662.0,1887.0,3709
14.0,431.0,445.0,1195.0,840.0,2035.0,3710
18.0,373.0,391.0,1199.0,782.0,1981.0,3711
14.0,313.0,327.0,1195.0,722.0,1917.0,3712
12.0,225.0,237.0,1193.0,634.0,1827.0,3713
12.0,406.0,418.0,1193.0,815.0,2008.0,3714
43.0,339.0,382.0,1224.0,748.0,1972.0,3715
43.0,193.0,236.0,1224.0,602.0,1826.0,3716
34.0,347.0,381.0,1215.0,756.0,1971.0,3717
25.0,325.0,350.0,1206.0,734.0,1940.0,3718
9.0,258.0,267.0,1190.0,667.0,1857.0,3719
27.0,265.0,292.0,1208.0,674.0,1882.0,3720
36.0,322.0,358.0,1217.0,731.0,1948.0,3721
88.0,327.0,415.0,1269.0,736.0,2005.0,3722
59.0,300.0,359.0,1240.0,709.0,1949.0,3723
49.0,288.0,337.0,1230.0,697.0,1927.0,3724
25.0,323.0,348.0,1206.0,732.0,1938.0,3725
56.0,324.0,380.0,1237.0,733.0,1970.0,3726
21.0,269.0,290.0,1202.0,678.0,1880.0,3727
61.0,342.0,403.0,1242.0,751.0,1993.0,3728
32.0,265.0,297.0,1213.0,674.0,1887.0,3729
39.0,342.0,381.0,1220.0,751.0,1971.0,3730
38.0,347.0,385.0,1219.0,756.0,1975.0,3731
25.0,287.0,312.0,1206.0,696.0,1902.0,3732
14.0,374.0,388.0,1195.0,783.0,1978.0,3733
35.0,403.0,438.0,1216.0,812.0,2028.0,3734
62.0,194.0,256.0,1243.0,603.0,1846.0,3735
59.0,288.0,347.0,1240.0,697.0,1937.0,3736
26.0,409.0,435.0,1207.0,818.0,2025.0,3737
15.0,305.0,320.0,1196.0,714.0,1910.0,3738
24.0,403.0,427.0,1205.0,812.0,2017.0,3739
14.0,296.0,310.0,1195.0,705.0,1900.0,3740
31.0,314.0,345.0,1212.0,723.0,1935.0,3741
44.0,307.0,351.0,1225.0,716.0,1941.0,3742
42.0,258.0,300.0,1223.0,667.0,1890.0,3743
64.0,342.0,406.0,1245.0,751.0,1996.0,3744
54.0,319.0,373.0,1235.0,728.0,1963.0,3745
12.0,323.0,335.0,1193.0,732.0,1925.0,3746
60.0,199.0,259.0,1241.0,608.0,1849.0,3747
28.0,344.0,372.0,1209.0,753.0,1962.0,3748
52.0,365.0,417.0,1233.0,774.0,2007.0,3749
12.0,355.0,367.0,1193.0,764.0,1957.0,3750
31.0,295.0,326.0,1212.0,704.0,1916.0,3751
36.0,231.0,267.0,1217.0,640.0,1857.0,3752
21.0,312.0,333.0,1202.0,721.0,1923.0,3753
71.0,330.0,401.0,1252.0,739.0,1991.0,3754
86.0,289.0,375.0,1267.0,698.0,1965.0,3755
30.0,397.0,427.0,1211.0,806.0,2017.0,3756
42.0,212.0,254.0,1223.0,621.0,1844.0,3757
28.0,325.0,353.0,1209.0,734.0,1943.0,3758
35.0,318.0,353.0,1216.0,727.0,1943.0,3759
89.0,332.0,421.0,1270.0,741.0,2011.0,3760
35.0,320.0,355.0,1216.0,729.0,1945.0,3761
41.0,229.0,270.0,1222.0,638.0,1860.0,3762
14.0,443.0,457.0,1195.0,852.0,2047.0,3763
58.0,265.0,323.0,1239.0,674.0,1913.0,3764
26.0,355.0,381.0,1207.0,764.0,1971.0,3765
36.0,405.0,441.0,1217.0,814.0,2031.0,3766
19.0,502.0,521.0,1200.0,911.0,2111.0,3767
40.0,481.0,521.0,1221.0,890.0,2111.0,3768
46.0,353.0,399.0,1227.0,762.0,1989.0,3769
9.0,281.0,290.0,1190.0,690.0,1880.0,3770
32.0,309.0,341.0,1213.0,718.0,1931.0,3771
37.0,255.0,292.0,1218.0,664.0,1882.0,3772
30.0,312.0,342.0,1211.0,721.0,1932.0,3773
61.0,248.0,309.0,1242.0,657.0,1899.0,3774
56.0,344.0,400.0,1237.0,753.0,1990.0,3775
34.0,394.0,428.0,1215.0,803.0,2018.0,3776
30.0,339.0,369.0,1211.0,748.0,1959.0,3777
43.0,381.0,424.0,1224.0,790.0,2014.0,3778
40.0,298.0,338.0,1221.0,707.0,1928.0,3779
16.0,409.0,425.0,1197.0,818.0,2015.0,3780
20.0,249.0,269.0,1201.0,658.0,1859.0,3781
43.0,335.0,378.0,1224.0,744.0,1968.0,3782
63.0,309.0,372.0,1244.0,718.0,1962.0,3783
67.0,281.0,348.0,1248.0,690.0,1938.0,3784
22.0,466.0,488.0,1203.0,875.0,2078.0,3785
28.0,370.0,398.0,1209.0,779.0,1988.0,3786
11.0,350.0,361.0,1192.0,759.0,1951.0,3787
23.0,298.0,321.0,1204.0,707.0,1911.0,3788
62.0,226.0,288.0,1243.0,635.0,1878.0,3789
43.0,364.0,407.0,1224.0,773.0,1997.0,3790
28.0,239.0,267.0,1209.0,648.0,1857.0,3791
15.0,351.0,366.0,1196.0,760.0,1956.0,3792
12.0,425.0,437.0,1193.0,834.0,2027.0,3793
39.0,260.0,299.0,1220.0,669.0,1889.0,3794
34.0,408.0,442.0,1215.0,817.0,2032.0,3795
3.0,388.0,391.0,1184.0,797.0,1981.0,3796
43.0,430.0,473.0,1224.0,839.0,2063.0,3797
20.0,223.0,243.0,1201.0,632.0,1833.0,3798
25.0,211.0,236.0,1206.0,620.0,1826.0,3799
69.0,334.0,403.0,1250.0,743.0,1993.0,3800
46.0,259.0,305.0,1227.0,668.0,1895.0,3801
16.0,336.0,352.0,1197.0,745.0,1942.0,3802
40.0,366.0,406.0,1221.0,775.0,1996.0,3803
24.0,274.0,298.0,1205.0,683.0,1888.0,3804
50.0,284.0,334.0,1231.0,693.0,1924.0,3805
46.0,229.0,275.0,1227.0,638.0,1865.0,3806
22.0,423.0,445.0,1203.0,832.0,2035.0,3807
46.0,329.0,375.0,1227.0,738.0,1965.0,3808
44.0,372.0,416.0,1225.0,781.0,2006.0,3809
95.0,402.0,497.0,1276.0,811.0,2087.0,3810
51.0,349.0,400.0,1232.0,758.0,1990.0,3811
40.0,376.0,416.0,1221.0,785.0,2006.0,3812
15.0,419.0,434.0,1196.0,828.0,2024.0,3813
40.0,307.0,347.0,1221.0,716.0,1937.0,3814
61.0,321.0,382.0,1242.0,730.0,1972.0,3815
34.0,342.0,376.0,1215.0,751.0,1966.0,3816
11.0,429.0,440.0,1192.0,838.0,2030.0,3817
13.0,373.0,386.0,1194.0,782.0,1976.0,3818
29.0,420.0,449.0,1210.0,829.0,2039.0,3819
43.0,308.0,351.0,1224.0,717.0,1941.0,3820
54.0,424.0,478.0,1235.0,833.0,2068.0,3821
43.0,226.0,269.0,1224.0,635.0,1859.0,3822
83.0,356.0,439.0,1264.0,765.0,2029.0,3823
46.0,236.0,282.0,1227.0,645.0,1872.0,3824
33.0,410.0,443.0,1214.0,819.0,2033.0,3825
55.0,279.0,334.0,1236.0,688.0,1924.0,3826
28.0,320.0,348.0,1209.0,729.0,1938.0,3827
57.0,454.0,511.0,1238.0,863.0,2101.0,3828
10.0,387.0,397.0,1191.0,796.0,1987.0,3829
59.0,316.0,375.0,1240.0,725.0,1965.0,3830
40.0,317.0,357.0,1221.0,726.0,1947.0,3831
49.0,333.0,382.0,1230.0,742.0,1972.0,3832
26.0,340.0,366.0,1207.0,749.0,1956.0,3833
37.0,168.0,205.0,1218.0,577.0,1795.0,3834
38.0,342.0,380.0,1219.0,751.0,1970.0,3835
27.0,305.0,332.0,1208.0,714.0,1922.0,3836
65.0,267.0,332.0,1246.0,676.0,1922.0,3837
53.0,214.0,267.0,1234.0,623.0,1857.0,3838
40.0,227.0,267.0,1221.0,636.0,1857.0,3839
22.0,360.0,382.0,1203.0,769.0,1972.0,3840
15.0,378.0,393.0,1196.0,787.0,1983.0,3841
27.0,225.0,252.0,1208.0,634.0,1842.0,3842
26.0,263.0,289.0,1207.0,672.0,1879.0,3843
12.0,246.0,258.0,1193.0,655.0,1848.0,3844
34.0,392.0,426.0,1215.0,801.0,2016.0,3845
36.0,376.0,412.0,1217.0,785.0,2002.0,3846
25.0,389.0,414.0,1206.0,798.0,2004.0,3847
28.0,343.0,371.0,1209.0,752.0,1961.0,3848
7.0,441.0,448.0,1188.0,850.0,2038.0,3849
47.0,305.0,352.0,1228.0,714.0,1942.0,3850
28.0,276.0,304.0,1209.0,685.0,1894.0,3851
51.0,358.0,409.0,1232.0,767.0,1999.0,3852
37.0,276.0,313.0,1218.0,685.0,1903.0,3853
36.0,298.0,334.0,1217.0,707.0,1924.0,3854
20.0,219.0,239.0,1201.0,628.0,1829.0,3855
37.0,483.0,520.0,1218.0,892.0,2110.0,3856
66.0,293.0,359.0,1247.0,702.0,1949.0,3857
23.0,363.0,386.0,1204.0,772.0,1976.0,3858
42.0,324.0,366.0,1223.0,733.0,1956.0,3859
39.0,288.0,327.0,1220.0,697.0,1917.0,3860
2.0,443.0,445.0,1183.0,852.0,2035.0,3861
45.0,240.0,285.0,1226.0,649.0,1875.0,3862
39.0,242.0,281.0,1220.0,651.0,1871.0,3863
36.0,321.0,357.0,1217.0,730.0,1947.0,3864
43.0,250.0,293.0,1224.0,659.0,1883.0,3865
35.0,404.0,439.0,1216.0,813.0,2029.0,3866
48.0,203.0,251.0,1229.0,612.0,1841.0,3867
31.0,389.0,420.0,1212.0,798.0,2010.0,3868
23.0,405.0,428.0,1204.0,814.0,2018.0,3869
7.0,395.0,402.0,1188.0,804.0,1992.0,3870
60.0,298.0,358.0,1241.0,707.0,1948.0,3871
53.0,274.0,327.0,1234.0,683.0,1917.0,3872
15.0,332.0,347.0,1196.0,741.0,1937.0,3873
29.0,218.0,247.0,1210.0,627.0,1837.0,3874
75.0,329.0,404.0,1256.0,738.0,1994.0,3875
15.0,186.0,201.0,1196.0,595.0,1791.0,3876
28.0,234.0,262.0,1209.0,643.0,1852.0,3877
26.0,382.0,408.0,1207.0,791.0,1998.0,3878
68.0,538.0,606.0,1249.0,947.0,2196.0,3879
62.0,396.0,458.0,1243.0,805.0,2048.0,3880
17.0,221.0,238.0,1198.0,630.0,1828.0,3881
34.0,283.0,317.0,1215.0,692.0,1907.0,3882
29.0,310.0,339.0,1210.0,719.0,1929.0,3883
21.0,300.0,321.0,1202.0,709.0,1911.0,3884
72.0,249.0,321.0,1253.0,658.0,1911.0,3885
24.0,303.0,327.0,1205.0,712.0,1917.0,3886
25.0,351.0,376.0,1206.0,760.0,1966.0,3887
16.0,359.0,375.0,1197.0,768.0,1965.0,3888
26.0,369.0,395.0,1207.0,778.0,1985.0,3889
58.0,242.0,300.0,1239.0,651.0,1890.0,3890
42.0,405.0,447.0,1223.0,814.0,2037.0,3891
3.0,300.0,303.0,1184.0,709.0,1893.0,3892
20.0,327.0,347.0,1201.0,736.0,1937.0,3893
80.0,235.0,315.0,1261.0,644.0,1905.0,3894
40.0,282.0,322.0,1221.0,691.0,1912.0,3895
71.0,211.0,282.0,1252.0,620.0,1872.0,3896
56.0,211.0,267.0,1237.0,620.0,1857.0,3897
14.0,249.0,263.0,1195.0,658.0,1853.0,3898
32.0,408.0,440.0,1213.0,817.0,2030.0,3899
42.0,376.0,418.0,1223.0,785.0,2008.0,3900
46.0,235.0,281.0,1227.0,644.0,1871.0,3901
39.0,321.0,360.0,1220.0,730.0,1950.0,3902
61.0,355.0,416.0,1242.0,764.0,2006.0,3903
45.0,306.0,351.0,1226.0,715.0,1941.0,3904
7.0,299.0,306.0,1188.0,708.0,1896.0,3905
30.0,337.0,367.0,1211.0,746.0,1957.0,3906
11.0,423.0,434.0,1192.0,832.0,2024.0,3907
31.0,315.0,346.0,1212.0,724.0,1936.0,3908
7.0,309.0,316.0,1188.0,718.0,1906.0,3909
72.0,374.0,446.0,1253.0,783.0,2036.0,3910
48.0,492.0,540.0,1229.0,901.0,2130.0,3911
17.0,304.0,321.0,1198.0,713.0,1911.0,3912
70.0,334.0,404.0,1251.0,743.0,1994.0,3913
56.0,171.0,227.0,1237.0,580.0,1817.0,3914
60.0,202.0,262.0,1241.0,611.0,1852.0,3915
43.0,186.0,229.0,1224.0,595.0,1819.0,3916
21.0,395.0,416.0,1202.0,804.0,2006.0,3917
31.0,159.0,190.0,1212.0,568.0,1780.0,3918
24.0,328.0,352.0,1205.0,737.0,1942.0,3919
26.0,373.0,399.0,1207.0,782.0,1989.0,3920
4.0,348.0,352.0,1185.0,757.0,1942.0,3921
14.0,297.0,311.0,1195.0,706.0,1901.0,3922
25.0,328.0,353.0,1206.0,737.0,1943.0,3923
17.0,451.0,468.0,1198.0,860.0,2058.0,3924
31.0,397.0,428.0,1212.0,806.0,2018.0,3925
38.0,345.0,383.0,1219.0,754.0,1973.0,3926
15.0,260.0,275.0,1196.0,669.0,1865.0,3927
37.0,265.0,302.0,1218.0,674.0,1892.0,3928
23.0,301.0,324.0,1204.0,710.0,1914.0,3929
25.0,328.0,353.0,1206.0,737.0,1943.0,3930
20.0,406.0,426.0,1201.0,815.0,2016.0,3931
90.0,221.0,311.0,1271.0,630.0,1901.0,3932
50.0,349.0,399.0,1231.0,758.0,1989.0,3933
34.0,305.0,339.0,1215.0,714.0,1929.0,3934
46.0,339.0,385.0,1227.0,748.0,1975.0,3935
37.0,360.0,397.0,1218.0,769.0,1987.0,3936
25.0,409.0,434.0,1206.0,818.0,2024.0,3937
41.0,257.0,298.0,1222.0,666.0,1888.0,3938
60.0,425.0,485.0,1241.0,834.0,2075.0,3939
32.0,288.0,320.0,1213.0,697.0,1910.0,3940
38.0,276.0,314.0,1219.0,685.0,1904.0,3941
39.0,419.0,458.0,1220.0,828.0,2048.0,3942
28.0,280.0,308.0,1209.0,689.0,1898.0,3943
67.0,258.0,325.0,1248.0,667.0,1915.0,3944
19.0,367.0,386.0,1200.0,776.0,1976.0,3945
44.0,311.0,355.0,1225.0,720.0,1945.0,3946
50.0,304.0,354.0,1231.0,713.0,1944.0,3947
41.0,402.0,443.0,1222.0,811.0,2033.0,3948
24.0,363.0,387.0,1205.0,772.0,1977.0,3949
49.0,287.0,336.0,1230.0,696.0,1926.0,3950
21.0,281.0,302.0,1202.0,690.0,1892.0,3951
60.0,260.0,320.0,1241.0,669.0,1910.0,3952
32.0,306.0,338.0,1213.0,715.0,1928.0,3953
42.0,291.0,333.0,1223.0,700.0,1923.0,3954
45.0,248.0,293.0,1226.0,657.0,1883.0,3955
36.0,284.0,320.0,1217.0,693.0,1910.0,3956
55.0,332.0,387.0,1236.0,741.0,1977.0,3957
50.0,258.0,308.0,1231.0,667.0,1898.0,3958
12.0,426.0,438.0,1193.0,835.0,2028.0,3959
33.0,328.0,361.0,1214.0,737.0,1951.0,3960
